D,F,I,R0,R1_plus_R2,R1_plus_R2_bulk,R_total,R_total_bulk,ambiguous_support,bulk_gA_observed,bulk_gA_predicted,bulk_identity_error,check4_error,child_ambiguous,child_failures,delta_I_identity_error,fixed_j,fourier_resid_child_max,fourier_resid_parent,full_j,max_abs_g_on_S,mean_R1,mean_R1_bulk,mean_R2,mean_inner,mean_solve_time_child,mean_unorm,method,min_w,n,num_children,ok,parent_id,q,s2,s3,seed,solve_time_parent,solver_status,std_child_R1,std_child_R2,std_child_Rsum,subset_vs_bulk_gap,sum_w_err_parent,support_1em10,support_1em8,support_1em9,tau,theta_like_value,w0
1.530288460344833,127,1.8366155970765747,0.014461540134461218,0.01687083293992185,0.025255173376827783,0.031332373074383066,0.039716713511289,False,9.506484216031892e-05,9.506484216031865e-05,2.710505431213761e-19,1.3877787807814457e-17,0,0,4.579669976578771e-16,-1,6.56262579001865e-11,1.2771467911010248e-14,False,1.3371248552829229e-14,-0.10227818362025783,-0.0938938431833519,0.11914901656017968,-0.000461837667095287,0.069619162500004,0.0009308516918764037,highs,0.0,509,32,True,0,127,0.014461540134461218,0.00030401421735816084,4819000,0.1045059999996738,0,0.1308788729797308,0.10203408535427745,0.05642282855144394,0.008384340436905932,4.440892098500626e-16,127,127,127,0.04782065477800133,23.229846797741995,0.04563820588947347
0.32526711454948914,127,1.3632432637187064,0.010734198926918948,0.04667862789761021,0.04727470437816843,0.05741282682452915,0.05800890330508737,False,2.020629946959754e-05,2.0206299469592597e-05,4.943284280176097e-18,6.938893903907228e-18,0,0,5.134781488891349e-16,-1,1.7867654317910153e-10,4.513470760331151e-12,False,4.7197037944535225e-12,-0.06954417604895277,-0.06894809956839455,0.11622280394656298,-0.00028953481340863383,0.06384202499998537,0.0009079906558325233,highs,0.0,509,32,True,1,127,0.010734198926918948,0.0001353896280379391,4819001,0.07334369999989576,0,0.05618778430153309,0.0836310056014446,0.03698836134129182,0.0005960764805582192,2.220446049250313e-16,127,127,127,0.04569162350820461,22.240817314430434,0.043695122425207136
1.0310188573533348,127,1.6966341093681518,0.01335932369581222,0.0024106368142017276,0.008384610199571707,0.015769960510013947,0.021743933895383927,False,6.40491302643164e-05,6.40491302643167e-05,2.981555974335137e-19,2.7755575615628914e-17,0,0,5.551115123125783e-16,-1,3.2084531212395184e-10,1.124100812432971e-14,False,1.176836406102666e-14,-0.15074588304799852,-0.14477190966262854,0.15315651986220025,-0.0006295644023839595,0.0665019031249301,0.0011965353114234394,highs,0.0,509,32,True,2,127,0.01335932369581222,0.00024239482661199063,4819002,0.0933420000001206,0,0.16300688858966447,0.1372958715727254,0.06819130025230967,0.0059739733853699795,2.220446049250313e-16,127,127,127,0.048308791205506366,23.45604170248952,0.046082596665008885
0.6649997749187332,127,1.609330426394184,0.012671893121214048,-0.024125169016369324,-0.024523489559108824,-0.011453275895155277,-0.011851596437894777,False,4.1311230057273814e-05,4.131123005727386e-05,4.743384504624082e-20,2.0816681711721685e-17,0,0,6.245004513516506e-16,-1,7.422126212242031e-10,1.7535452256911555e-14,False,1.829786322460336e-14,-0.1767562900312347,-0.1771546105739742,0.15263112101486537,-0.0007333214276118605,0.062131015625112695,0.0011924306329286357,highs,0.0,509,32,True,3,127,0.012671893121214048,0.00020180694378057036,4819003,0.08880570000019361,0,0.16014697731861205,0.14394265326766584,0.03029745372527209,0.0003983205427394998,6.661338147750939e-16,127,127,127,0.046311265621506545,22.529083816511196,0.04426146132909862
1.0924277672318143,127,1.7918922200116543,0.014109387559146884,-0.024728913359086474,-0.025905090492059524,-0.01061952579993959,-0.01179570293291264,False,6.786398509470612e-05,6.786398509470562e-05,5.014435047745458e-19,4.336808689942018e-17,0,0,7.771561172376096e-16,-1,2.712409984118036e-10,1.1364173491124063e-14,False,1.1962653090336062e-14,-0.1803696390109975,-0.18154581614397056,0.15564072565191103,-0.0007770273294070906,0.05894574687491172,0.001215943169155555,highs,0.0,509,32,True,4,127,0.014109387559146884,0.00026680547432389543,4819004,0.05832300000020041,0,0.1771330041222323,0.14286550168015832,0.06507848059712429,0.0011761771329730497,2.220446049250313e-16,127,127,127,0.05258027691264117,25.426432107425455,0.04995369765702447
0.667233614350813,127,1.6861541146025187,0.013276804051988337,-0.029867624889506228,-0.03369129347444039,-0.01659082083751789,-0.02041448942245205,False,4.145000101355103e-05,4.145000101355115e-05,1.2197274440461925e-19,2.42861286636753e-17,0,0,9.159339953157541e-16,-1,2.6922886142699554e-10,1.2233269952588444e-14,False,1.2823075934420558e-14,-0.1971488902532556,-0.20097255883818976,0.16728126536374938,-0.0008264990589752299,0.062177728124964915,0.001306884885654292,highs,0.0,509,32,True,5,127,0.013276804051988337,0.00021764209266177798,4819005,0.10157840000010765,0,0.14821115803650817,0.14486376406843687,0.036395890929136004,0.003823668584934159,0.0,127,127,127,0.04929085153426944,23.910475722015523,0.046975394345806526
0.8335922360773786,127,1.6616371556786749,0.01308375713132815,-0.045327406207107956,-0.0459507745655319,-0.032243649075779805,-0.03286701743420375,False,5.1784559841028724e-05,5.178455984102896e-05,2.371692252312041e-19,4.163336342344337e-17,0,0,4.440892098500626e-16,-1,5.967433825727897e-10,1.7916224059888464e-14,False,1.8665624601510444e-14,-0.20657381455725987,-0.20719718291568381,0.16124640835015192,-0.0008611485556054188,0.06620897499999501,0.0012597375652355618,highs,0.0,509,32,True,6,127,0.01308375713132815,0.00022286752267402168,4819006,0.06295439999939845,0,0.15425310131793857,0.13690796249503742,0.04374803916782106,0.0006233683584239424,3.3306690738754696e-16,127,127,127,0.043814302453538984,21.365371116711632,0.041975188834403994
1.6471084841643204,127,1.9096826421819013,0.015036871198282687,-0.04444744517245419,-0.0526471417970478,-0.029410573974171503,-0.03761027059876511,False,0.00010232195571331674,0.0001023219557133162,5.421010862427522e-19,4.163336342344337e-17,0,0,6.938893903907228e-16,-1,2.3320145814409443e-10,4.377574691627473e-14,False,4.5852210917018965e-14,-0.23563395825130184,-0.24383365487589545,0.19118651307884765,-0.0010547971700722828,0.06482655312490238,0.0014936446334284973,highs,0.0,509,32,True,7,127,0.015036871198282687,0.0003282284256937918,4819007,0.05908429999999498,0,0.2848055402790352,0.22745136484850695,0.10603529647268549,0.008199696624593605,0.0,127,127,127,0.04672264420944812,22.72027459630497,0.04463708172162077
1.1716865390049127,127,1.693693551026813,0.013336169693124511,0.023781994596923484,0.022609854563608145,0.037118164290047995,0.035946024256732656,False,7.278771210700396e-05,7.278771210675696e-05,2.46994807419354e-16,2.7755575615628914e-17,0,0,7.494005416219807e-16,-1,1.3498998533562068e-10,1.1379869594395353e-11,False,1.1930102739032833e-11,-0.14607260379700443,-0.14724474383031977,0.1698545983939279,-0.0006479624926939436,0.0663382781250732,0.0013269890499525618,highs,0.0,509,32,True,8,127,0.013336169693124511,0.0002504981327915387,4819008,0.05657999999948515,0,0.1384147442758354,0.1740266767751595,0.07537978456469731,0.0011721400333153387,5.312417172831374e-13,127,127,127,0.04835013725158882,23.475191147089642,0.04612021836363388
1.0196131062194054,127,1.6507916371361002,0.012998359347528347,-0.007167767694926386,-0.009550140331828744,0.005830591652601962,0.0034482190156996037,False,6.334058023963127e-05,6.33405802364203e-05,3.21097315403307e-15,1.214306433183765e-17,0,0,9.402201239794294e-16,-1,5.323296213555206e-10,1.251953523490057e-10,False,1.3118656855271027e-10,-0.13552200564016398,-0.13790437827706634,0.1283542379452376,-0.0006020295578812106,0.06221153749996233,0.0010027674839471687,highs,0.0,509,32,True,9,127,0.012998359347528347,0.00023217348474535872,4819009,0.09192290000009962,0,0.1299907572185233,0.12928391941673437,0.04588478768594199,0.002382372636902358,1.5790924123848527e-11,127,127,127,0.047855051029681316,23.24579239291926,0.045669533188446486
0.5739621609340301,127,1.6001572271165603,0.012599663205642207,-0.00760713879093905,-0.006803340659090995,0.004992524414703157,0.005796322546551212,False,3.565577578959748e-05,3.565577578941796e-05,1.7952355097286543e-16,6.938893903907228e-18,0,0,7.494005416219807e-16,-1,2.6269693169898856e-10,4.1301196837539855e-11,False,4.3196710097781477e-11,-0.19892043073786525,-0.1981166326060172,0.1913132919469262,-0.0008095488719066726,0.07516129687496687,0.001494635093335361,highs,0.0,509,32,True,10,127,0.012599663205642207,0.00019433723804497421,4819010,0.04937950000021374,0,0.13964239796909383,0.13989624784192917,0.04008634677805775,0.0008037981318480547,2.220446049250313e-16,127,127,127,0.04589512116838072,22.335525046344408,0.04388118869615797
0.9365568751142094,127,1.7197325656565867,0.013541201304382572,-0.06684181644801196,-0.07892201866548576,-0.05330061514362939,-0.06538081736110318,False,5.818094680452052e-05,5.818094680452003e-05,4.946672411965114e-19,2.7755575615628914e-17,0,0,7.216449660063518e-16,-1,1.33815210041216e-09,2.9347184404837634e-14,False,3.073929999430902e-14,-0.2544395094961843,-0.2665197117136581,0.18759769304817236,-0.0010992735706859972,0.07096312499996316,0.0014656069769388466,highs,0.0,509,32,True,11,127,0.013541201304382572,0.00024143077515617804,4819011,0.0903784000001906,0,0.17272924756131677,0.15165925284688023,0.03961443088302147,0.012080202217473794,0.0,127,127,127,0.04722753802806366,22.95472185686566,0.045097685376946285
